"ABB_3mlpa_1","ABB_3mlpa_2","ABB_3mlpa_3","ABB_3mlpa_4","ABB_3mlpa_5","BBA_3MWT_1","BBA_3MWT_2","BBA_3MWT_3","BBA_3MWT_4","BBA_3MWT_5","E_1MWT_1","E_1MWT_2","E_1MWT_3","E_1MWT_4","E_1MWT_5","V_1mlpa_1","V_1mlpa_2","V_1mlpa_3","V_1mlpa_4","V_1mlpa_5"
"45",3.07100220314531,1.07949006228071,0.230799698137977,-0.502654554781209,-0.606909094750827,0.71286831563838,-0.154251564006054,-0.527462557852063,-0.739708566367701,-0.81730555251513,0.762340716719038,0.101050340308055,-0.144551316812907,-0.588294465815886,-0.808062577041789,0.847678557886183,-0.0290190665992462,-0.334623256778057,-0.749728313335975,-0.802659007458801
"46",-0.822124411469018,-0.605706230374199,-0.16079677567455,0.464678445843232,1.0268707144033,-0.885141023800641,-0.730070729023151,-0.189475256301244,1.22504545245363,2.28966237929854,-0.817647063507217,-0.544000566391201,-0.390288554733639,0.340112522176938,0.632887058640442,-0.900701647234491,-0.558561161594136,-0.292149512452417,0.297417310953811,0.619989048786002
"47",0.163155746495939,0.271883953373845,0.907499186417249,0.404509263494392,1.06467414020707,-1.21833093181331,-1.11451073705986,-1.3344948341771,-1.03943633347968,-0.947408063167909,-0.0979278976673774,0.200982385442113,0.244658508552395,0.458327062737794,0.853551280113162,-0.293620840589254,-0.0253413461589352,0.168087283434014,0.147316854185729,1.18642531965972
"48",-0.296701245325557,-0.434983167280513,-0.522609062347707,-0.504121553524294,-0.475002018521679,1.45546554631403,1.58380648283402,1.2210971437969,1.53204855663816,1.59093897793383,-0.461867294925222,-0.565639061241322,-0.563367270824511,-0.574545622956317,-0.618597565378608,-0.35173829740297,-0.41674439937939,-0.387638735489765,-0.622103852585904,-0.587697560333182
"49",2.02054937271001,0.647321482786132,0.0209868365445743,-0.324466390908668,-0.875666255322167,-0.277939340046581,-0.0685619959001271,-0.420937733095581,-0.7985274694678,-0.927492750727905,2.42055953813023,0.929192207961922,0.4741061371179,-0.576864517574354,-0.946508566315691,0.450299546517779,0.220706483065952,-0.210658449157343,-0.777392768042978,-0.978705368275308
"50",-0.978581011595482,-1.03339350018168,-1.10085214683697,-1.09148013021449,-1.27790289025516,0.500783655420302,0.403905654312192,0.125387860636819,-0.0632508293453045,-0.201190936015046,1.063405091134,0.693336498035149,0.699724338309691,0.511351881744269,-0.456726452143883,0.795294198204884,0.913369880147827,0.64706200059367,0.202511484989821,-0.352754646940603
"51",-0.603972901678104,0.410893855550857,0.412343882273183,-0.0323269185459419,-0.730153876922661,-0.325282046567367,1.95633542072366,1.89371727824682,0.783940467297959,-0.0150321508327636,-0.683937682165273,-0.120235927175738,0.172258757752029,-0.277418945729529,-1.05345037814466,-0.861614733020107,0.317176771135501,0.204886527909089,-0.545621975360025,-0.902505424746927
"52",-0.0593487987697239,1.67656613975141,1.80165812627298,0.43451162231733,-0.278826229307947,-1.00880371309232,0.177162209113403,-0.0865628918912251,-0.406565960098034,-0.7430857197892,-0.368366272261986,0.381295671745904,0.752550170607741,-0.0325866485754571,-0.894407264692575,-0.832609934626182,0.401998302523362,0.43277733133288,-0.541030897510544,-0.806325243049818
"53",2.96353745104919,0.641655520784646,0.216887069328048,-0.198138253997928,-0.618116559598203,-0.326037985632621,-0.220071245273867,-0.458291673727646,-0.693819335341969,-0.747227321744715,1.86523082990552,0.471366624488266,0.132583129313762,-0.561459866863035,-0.698398514528674,0.138494538960914,-0.125640208356932,-0.381903997109899,-0.663973888433508,-0.73667631322135
"54",-0.298582374313027,-0.430894579152429,-0.469267970556928,-0.5397304799117,-0.450937244204445,2.79969771137822,1.97073469297055,0.577768485414336,0.262646296578676,0.380220187686833,-0.30452606632647,-0.427665990804116,-0.48500861304639,-0.539249148541692,-0.581854957822116,-0.283991679904061,-0.37987003952134,0.310671844847292,-0.532534504900748,-0.577625569870439
"55",1.35443683584975,0.243149317763526,0.911862100740095,0.913503582728277,0.168308687400839,-1.06199972318072,-0.718922837544354,-0.705897399349041,-0.770817938072162,-0.675256374723192,2.09572395321795,0.620844711938439,0.450819471567846,-0.46822652407254,-0.204643017380341,-0.386082701890139,-0.356441645142998,-0.480161053852679,-0.630859131840632,-0.299340314157922
"56",0.462513821177253,0.627717362469582,0.0612290302374179,-0.329424773549091,-1.07258584243059,-0.250316346712542,-0.679904870840552,-0.670997725065285,-0.534554488246922,-0.833903607535995,1.42330197375312,1.62159248158182,1.4937812083785,-0.038910049424892,-1.05536773095233,0.776545766589064,0.44112550775366,0.405058967980217,-0.885677779070111,-0.961222906092326
"57",3.15669473362763,1.41755743145552,1.23913645122435,-0.322455737892021,-0.283283442033544,0.0559002020428821,-0.33848427280966,-0.466951260884374,-0.665820508883608,-0.714196361938137,0.173383196278171,-0.160653306691442,0.07613843219174,-0.530524542822755,-0.636424314629176,-0.131183478434087,-0.219898642710854,-0.35295291381035,-0.63624910121032,-0.659732562069966
"58",0.990463284869002,0.934331202897896,0.0474809781820465,-0.651904319185095,-1.27328968981726,0.424941507651973,0.186201819603335,-0.323251044428712,-0.877649054162045,-1.21582762034547,1.26661627850431,1.09502098736701,0.685462260323967,-0.372044449991343,-1.35668884430713,1.2187502481799,0.988354535104847,0.476383813293796,-0.932141273899801,-1.31121061984123
"59",1.88958687749674,0.707615759119053,0.645845862709006,0.0581452825276588,1.57904611146806,-0.0580443839785483,-0.768824237577013,-0.962021110128523,-0.697270148720056,-0.515013363500623,0.0778379041343206,-0.328955605709651,-0.508078937467291,-0.592394687231599,0.413274047923726,0.220090438168024,-0.379726342622761,-0.497113605064677,-0.660446157844095,0.37644629629825
"60",-0.581613924220274,0.194565931913583,0.981113937219413,1.12079904152033,0.890605986334446,-0.924321625801277,0.587189845518029,1.12891171402692,1.1664983406453,0.880184427506346,-1.10734368864611,-0.733774174569501,-0.483687165140715,-0.175224397746825,-0.268908362515876,-1.28256209559975,-0.628934516294653,-0.339231781862238,-0.26960191549405,-0.154665576793102
